Vehicle_Line,Derivative,Trim,Model_Year,Total_Price_GBP,Interior_Colour,Exterior_Colour,Feature_Codes
Range Rover Sport,P635 SVR,Autobiography,2022,333468,Espresso,Indus Silver,"['WS014', 'EP015', 'CV003', 'IL006', 'CV007', 'LT012', 'SS010', 'IT004', 'SF011', 'LT003', 'AS003', 'IT005', 'WS004', 'CV004', 'CP007', 'CL019', 'LT018']"
Defender,P300 110,SE,2024,64518,Navy,Cosmos Black,"['CV002', 'EP002', 'SF005', 'CV001', 'IT009', 'CL008', 'EP008', 'IT001', 'WS010', 'SF007', 'WS001']"
Range Rover,P615 SV,HSE,2023.5,246575,Siena Tan,Hakuba Silver,"['LT001', 'CV006', 'WS003', 'IL002', 'SF001', 'LT007', 'IT008', 'DA007', 'SF011', 'RF002']"
Range Rover Sport,P635 SVR,Dynamic S,2025,268727,Brogue,Spectral British Racing Green,"['DA008', 'EP010', 'AS009', 'AS007', 'LT013', 'IT012', 'CP004', 'LT005', 'CP008', 'CP007', 'WS014', 'SF005', 'CV007', 'CP002', 'IL007', 'AS008']"
Range Rover Evoque,D200,Autobiography,2022.5,74498,Espresso,Sedona Red,"['EP002', 'WS003', 'CP004', 'LT012', 'DA004', 'EP007', 'DA014', 'CL014', 'SF020', 'SF021', 'AS009', 'IL005', 'CP001', 'RF001', 'DA016', 'CL005']"
F-Pace,P300,SVR,2020.5,106100,Perlino,Silicon Silver,"['CL013', 'WS014', 'CP007', 'CP004', 'CS009', 'IL002', 'IL009', 'DA012', 'IT003', 'CS001', 'WS012', 'WS002', 'DA017', 'CV013', 'DA004', 'IT006']"
Range Rover Sport,P440,Autobiography,2020,132675,Cirrus,Varesine Blue,"['CV007', 'RF003', 'SS008', 'EP010', 'IT020', 'WS005', 'DA005', 'CS002', 'CP008', 'SF022', 'CS014', 'CL014']"
Range Rover Sport,D350,SVR,2024.5,217060,Reims Blue,Lantau Bronze,"['DA014', 'CL012', 'IL006', 'IL012', 'DA011', 'IT004', 'CP004', 'CV013', 'CL002', 'WS019', 'LT011', 'SS007', 'WS008', 'CL010', 'CL011', 'IT012']"
Range Rover Evoque,D180,Dynamic SE,2023,36810,Copper,Hakuba Silver,"['IT010', 'CV011', 'SF008', 'SF002', 'SF003', 'SF018', 'SF005', 'CL008']"
Range Rover Velar,P300,Autobiography,2024.5,123850,Cloud,Bright White,"['DA014', 'CS001', 'IL003', 'LT011', 'WS013', 'AS005', 'IL006', 'IT011', 'IT007', 'CV004', 'CL016', 'AS009', 'CL020', 'LT019', 'CP007']"
F-Pace,P400,SVR,2021.5,110337,Titan,Sunset Gold Satin,"['CV010', 'CV008', 'CL012', 'DA006', 'LT018', 'AS008', 'EP010', 'SS003', 'IT015', 'CP002', 'WS017', 'AS006', 'SF004', 'LT005', 'EP007']"
Discovery Sport,D200,HSE,2022.5,63277,Moonbeam,Spectral British Racing Green,"['DA003', 'RF003', 'EP002', 'CV007', 'WS003', 'EP003', 'IL002', 'CV009', 'SF018', 'DA006', 'CL012', 'WS008', 'IT004']"
Discovery Sport,D200,S,2020,25640,Light Oyster,Ostuni Pearl White,"['CV001', 'IT010', 'WS001', 'SF003', 'SF020', 'CL006', 'IT001', 'LT005']"
Defender,D240 110,HSE,2025,87456,Glacier White,Kaikoura Stone,"['DA003', 'SF016', 'DA002', 'IL002', 'CL008', 'IL005', 'IT004', 'SF017', 'CL011', 'SF006', 'CV009']"
Range Rover Velar,P300,Autobiography,2024,113040,Cloud,Spectral British Racing Green,"['SS009', 'IL007', 'WS012', 'DA010', 'EP010', 'CL013', 'IT008', 'IL002', 'CL008', 'SS008', 'WS009']"
Discovery,P360,SE,2025,70518,Light Oyster,Champagne Gold,"['DA001', 'SF002', 'SF014', 'DA005', 'CV002', 'SF005', 'SF009', 'SF007', 'SF022']"
Discovery Sport,P200,S,2022,28992,Ebony,Ostuni Pearl White,"['SF010', 'SF003', 'IT009', 'CV011', 'CV002', 'SF022', 'EP001', 'SF005']"
Range Rover Sport,P400,Dynamic S,2023.5,112315,Eclipse,Champagne Gold,"['AS006', 'IL010', 'EP015', 'IL005', 'DA020', 'CP002', 'EP011', 'IT020', 'AS009', 'RF005', 'LT005', 'SS015']"
F-Pace,D240,SVR,2024,114855,Copper,Fuji White,"['LT001', 'IL009', 'DA004', 'WS001', 'CL015', 'SF015', 'WS020', 'CL004', 'LT009', 'LT017', 'DA008', 'AS009', 'AS008', 'IT010', 'CS002', 'DA019', 'LT012', 'DA006']"
F-Pace,D240,R-Dynamic SE,2022,49418,Reims Blue,Ostuni Pearl White,"['SF002', 'IT010', 'SF009', 'SF020', 'SF011', 'SF003', 'SF018', 'SF005', 'EP001', 'CV011']"
Defender,P300 110,Octa,2024.5,185012,Ivory,Lantau Bronze,"['CV016', 'AS010', 'WS004', 'EP014', 'SF017', 'WS012', 'IL002', 'CL016', 'CL012', 'CV006', 'DA006', 'IT003', 'CP005', 'SS001', 'DA019']"
Discovery Sport,P250,S,2025,38036,Dove,Varesine Blue,"['SF008', 'SF005', 'CV011', 'SF004', 'IT009', 'SF022', 'IT001', 'LT001']"
F-Pace,P250,R-Dynamic S,2024.5,80970,Vintage Tan,Bright White,"['CL008', 'DA003', 'AS006', 'SS014', 'SF025', 'LT011', 'AS008', 'IT017', 'IT010', 'EP014', 'IT020', 'CL014', 'DA018', 'EP012', 'IL007', 'WS018']"
Defender,D240 90,SE,2024,55391,Ivory,Cosmos Black,"['SF005', 'SF008', 'SF022', 'CL009', 'CV002', 'LT001', 'IT010', 'SF020', 'SF014', 'SF004']"
Discovery Sport,P290,HSE Luxury,2022,59141,Flame Red,Silicon Silver,"['CV007', 'CL003', 'CV005', 'IL005', 'CL010', 'CL008', 'CL012', 'WS008', 'CL011', 'DA006']"
Range Rover Evoque,D200,S,2022,31114,Ivory,Causeway Grey,"['SF006', 'CV001', 'IT001', 'CL006', 'SF002']"
Range Rover Velar,D240,Autobiography,2025,122092,Navy,Spectral British Racing Green,"['CS002', 'EP009', 'SF025', 'IL010', 'WS004', 'DA008', 'CP010', 'CV007', 'CV003', 'CP004', 'IL009', 'RF003', 'EP014', 'EP008', 'AS003']"
Discovery Sport,P290,HSE Luxury,2020,56485,Acorn,Seoul Pearl Silver,"['DA002', 'RF003', 'CV005', 'EP001', 'IT005', 'IL005', 'SF011', 'WS009', 'EP003', 'DA001', 'SF003', 'WS002']"
Defender,P635 Octa,HSE,2024,152734,Flame Red,Fuji White,"['CV001', 'IL001', 'LT001', 'SF003', 'EP001', 'EP002', 'CL008', 'DA002', 'DA007', 'IL002', 'SF011']"
Range Rover Sport,P530,Autobiography,2024,189190,Perlino,Ostuni Pearl White,"['LT012', 'CV012', 'WS004', 'IL010', 'IT024', 'LT003', 'EP008', 'IT019', 'CL006', 'EP015', 'WS019', 'DA018', 'EP005', 'DA012']"
F-Pace,P575 SVR,R-Dynamic SE,2023.5,145655,Cloud,Bright White,"['EP002', 'CV010', 'SF020', 'CV001', 'WS008', 'CL010', 'CL008', 'IT004']"
Range Rover,P530 SWB,SE,2025,139580,Perlino,Lantau Bronze,"['SF005', 'CV002', 'CL008', 'CV001', 'SF001', 'CV011', 'SF004', 'SF002', 'SF009', 'IT002']"
F-Pace,P250,R-Dynamic S,2022,63422,Cloud,Fuji White,"['CV006', 'DA014', 'RF001', 'IL005', 'IL008', 'IT005', 'CV011', 'CL019', 'DA008', 'IL001', 'IT015', 'CP004', 'CL020']"
Discovery Sport,P290,S,2022.5,30834,Robusta,Narvik Black,"['SF010', 'SF006', 'SF005', 'SF020', 'SF022']"
Range Rover Evoque,D180,S,2020.5,26676,Espresso,Seoul Pearl Silver,"['SF009', 'SF010', 'SF008', 'IT009', 'SF006']"
F-Pace,P250,R-Dynamic S,2023,75280,Ebony,Pangea Green,"['WS019', 'RF003', 'EP015', 'IT004', 'IL002', 'SS005', 'DA017', 'CL011', 'CP007', 'WS012', 'CL002', 'WS017', 'WS007', 'AS002', 'CP003', 'CL013']"
Range Rover Evoque,D180,S,2022,30576,Robusta,Hakuba Silver,"['CV002', 'SF003', 'EP001', 'CV011', 'SF002']"
F-Pace,P250,SVR,2022.5,103880,Ivory,Eiger Grey,"['AS007', 'IL010', 'DA014', 'DA004', 'CP008', 'CL008', 'IL001', 'IT007', 'RF004', 'CL009', 'CV011', 'CV014', 'WS003']"
Discovery,D250,SE,2024.5,66978,Caraway,Pangea Green,"['IT001', 'SF003', 'IT010', 'SF007', 'CL001', 'EP001', 'DA001', 'SF010', 'CV011', 'SF020', 'LT006', 'LT001']"
Range Rover Velar,D240,Dynamic SE,2025,72968,Perlino,Rossello Red,"['CL010', 'SF018', 'IT001', 'SF009', 'CV011', 'SF020', 'SF006', 'CV007', 'SF014', 'CL008']"
Range Rover,D300 SWB,SV,2021.5,199115,Ebony,Carpathian Grey,"['SS002', 'AS006', 'LT013', 'RF004', 'CL019', 'SF009', 'LT011', 'AS008', 'CP006', 'CL014', 'SS008', 'IL002', 'DA016', 'CL012']"
Defender,P400 130,SE,2022.5,72633,Vintage Tan,Seoul Pearl Silver,"['IT001', 'CV001', 'SF022', 'WS002', 'WS011', 'DA001', 'SF007', 'CL010', 'SF011', 'WS006', 'LT001']"
Discovery Sport,D200,S,2025,36569,Cirrus,Sedona Red,"['IT001', 'SF004', 'CL001', 'SF002', 'IT009']"
Defender,P300 130,S,2020.5,46478,Flame Red,Balmoral Blue,"['SF006', 'LT001', 'SF003', 'CL006', 'IT007']"
Discovery,D300,S,2021,47402,Robusta,Santorini Black,"['LT005', 'SF022', 'SF008', 'SF010', 'CL006', 'CL008']"
F-Pace,P250,R-Dynamic HSE,2021,72002,Dove,Portofino Blue,"['CL008', 'IT004', 'RF002', 'CL011', 'LT003', 'SF002', 'DA001', 'EP001', 'SF009', 'CV007', 'IT005', 'IL002']"
Discovery Sport,P290,HSE Luxury,2023.5,67368,Ebony,Balmoral Blue,"['RF003', 'CL003', 'CL011', 'DA002', 'SF016', 'IL005', 'LT002', 'SF020', 'WS009', 'CV005', 'SF010', 'IT002']"
Range Rover Sport,P460e PHEV,Dynamic SE,2021,95530,Moonbeam,Spectral British Racing Green,"['CV002', 'SF005', 'SF009', 'SF011', 'IT001', 'CL010', 'DA005', 'IT010']"
Defender,D300 110,HSE,2025,92054,Robusta,Pangea Green,"['CV004', 'IT002', 'SF007', 'WS006', 'WS003', 'SF012', 'DA005', 'CL011', 'SF006', 'CL001', 'EP003', 'DA002', 'LT006']"
Range Rover,P530 SWB,HSE,2023,157780,Flame Red,Cosmos Black,"['IT004', 'WS009', 'DA007', 'SF008', 'SF019', 'WS008', 'EP001', 'CL010', 'IT005', 'IL002', 'CL008']"
Range Rover Sport,P530,Autobiography,2023,184880,Reims Blue,Balmoral Blue,"['CP006', 'CS003', 'DA018', 'IT020', 'IT016', 'CP007', 'IL009', 'CL017', 'CL016', 'EP007', 'IT019', 'DA020', 'LT002', 'WS004', 'RF003', 'EP009', 'IT008']"
Range Rover Evoque,D200,Dynamic HSE,2022,51960,Siena Tan,Hakuba Silver,"['IT003', 'SF007', 'IL002', 'IT001', 'WS008', 'CL012', 'SF010', 'CV010', 'CV006', 'DA005', 'LT006']"
F-Pace,D240,R-Dynamic S,2023,74030,Espresso,Kaikoura Stone,"['LT009', 'IT020', 'WS008', 'LT013', 'EP010', 'EP012', 'CL004', 'CL014', 'CP006', 'CL009', 'CS001', 'EP008', 'IL006', 'WS019', 'AS010', 'CL011']"
Range Rover Velar,D300,Dynamic HSE,2024,101401,Eclipse,Cosmos Black,"['SF020', 'IT004', 'LT003', 'CL012', 'IT005', 'WS002', 'DA003', 'CV009', 'CV006', 'IT003', 'SF012', 'IT010', 'WS009']"
Range Rover Evoque,P200,S,2024,36084,Acorn,Seoul Pearl Silver,"['SF001', 'IT007', 'IT009', 'SF004', 'IT010']"
Discovery Sport,D200,SE,2024,44462,Perlino,Champagne Gold,"['EP002', 'IT001', 'CL009', 'SF022', 'SF014', 'IT010', 'SF010', 'IT009', 'SF009', 'CL010', 'LT002', 'SF003']"
Range Rover Sport,P550e PHEV,Dynamic HSE,2023.5,155600,Reims Blue,Balmoral Blue,"['CV007', 'WS009', 'IL005', 'WS002', 'IL001', 'IT004', 'CL011', 'CL003', 'IT003', 'DA001', 'LT001', 'DA002', 'IT002', 'SF007', 'CL010']"
Range Rover,P530 SWB,HSE,2024.5,175550,Nimbus,Ostuni Pearl White,"['WS003', 'SF010', 'IT011', 'CL008', 'SF022', 'RF003', 'SF011', 'IL002', 'EP003', 'CL012', 'SF019', 'IT004', 'CV005']"
Range Rover Sport,P440,SVR,2024.5,222255,Nimbus,Pangea Green,"['CS012', 'AS009', 'RF004', 'LT012', 'IL003', 'CP009', 'SF004', 'IL011', 'DA004', 'EP010', 'WS009', 'AS003', 'IT012', 'AS008', 'AS007', 'EP001']"
F-Pace,P575 SVR,R-Dynamic S,2024,149369,Nimbus,Cosmos Black,"['AS010', 'CL002', 'LT007', 'SF007', 'CL015', 'EP013', 'CL014', 'DA011', 'CV016', 'DA007', 'SF011', 'DA003', 'IT020', 'AS005', 'SS005']"
F-Pace,P250,R-Dynamic HSE,2020.5,70588,Cirrus,Eiger Grey,"['IT005', 'WS008', 'CL009', 'DA007', 'WS009', 'CV006', 'WS002', 'CL010', 'IL002', 'IT002', 'LT001']"
Range Rover Evoque,D180,Dynamic SE,2020,32250,Dove,Seoul Pearl Silver,"['SF001', 'SF009', 'SF002', 'IT010', 'SF006', 'LT001', 'SF008', 'DA005', 'CV007', 'SF010']"
Range Rover,P530 SWB,SE,2021.5,110250,Siena Tan,Sedona Red,"['WS002', 'SF003', 'SF009', 'IT009', 'CL010', 'SF010', 'LT001', 'SF008', 'SF020', 'SF006', 'LT006', 'SF018']"
Range Rover Sport,P400,SVR,2024,200565,Caraway,Seoul Pearl Silver,"['EP010', 'SS008', 'WS019', 'IL009', 'IL006', 'WS006', 'IT021', 'SS010', 'CL019', 'CP002', 'EP003', 'CV009']"
Defender,D240 110,Octa,2022.5,169116,Light Oyster,Sedona Red,"['IT005', 'LT015', 'CV005', 'RF004', 'DA015', 'CL013', 'EP007', 'AS005', 'EP005', 'IL003', 'CS011', 'WS020', 'EP010', 'CP004', 'CP002']"
Discovery,P300,S,2022.5,51580,Flame Red,Eiger Grey,"['CV002', 'SF006', 'SF008', 'EP001', 'WS001', 'DA005']"
Discovery Sport,P290,HSE,2024.5,69172,Eclipse,Corris Grey,"['IT002', 'CL009', 'SF011', 'IL002', 'IT010', 'RF002', 'IT003', 'IT005', 'DA002', 'LT003', 'IT011', 'EP003']"
Range Rover Sport,D300,SVR,2024.5,201265,Glacier White,Lantau Bronze,"['SF003', 'SS005', 'LT004', 'CV019', 'WS019', 'CL012', 'CL018', 'LT011', 'IT012', 'DA004', 'EP015', 'CP006', 'WS002']"
Discovery Sport,D180,HSE,2025,63656,Acorn,Cosmos Black,"['WS009', 'IT011', 'EP003', 'IL001', 'WS008', 'IT005', 'SF009', 'CL001', 'RF002', 'DA007', 'DA005']"
Range Rover Velar,P300,S,2022,51640,Moonbeam,Spectral British Racing Green,"['SF010', 'IT010', 'WS001', 'SF007', 'CL008']"
Range Rover Sport,D350,Dynamic S,2024,116636,Light Oyster,Portofino Blue,"['EP013', 'IL009', 'LT011', 'CS012', 'CL001', 'AS003', 'SF004', 'EP015', 'CV015', 'SS015', 'CP010', 'CP005', 'WS013']"
Range Rover Sport,P510,SVR,2022,195229,Vintage Tan,Hakuba Silver,"['CL017', 'CS010', 'CS012', 'IT006', 'IL010', 'CL010', 'RF004', 'SF008', 'CP004', 'CV005', 'LT002', 'CV006', 'IT005', 'WS009']"
Range Rover Evoque,P300,Autobiography,2021.5,78850,Reims Blue,Gondwana Stone,"['WS016', 'LT019', 'LT004', 'CP005', 'IT018', 'DA012', 'CV004', 'CP006', 'RF004', 'IL001', 'EP009', 'CL012', 'AS007', 'CL014', 'IT015', 'CV020', 'WS004']"
Range Rover,P530 SWB,SV,2021.5,225370,Moonbeam,Balmoral Blue,"['WS004', 'IT005', 'LT012', 'IL007', 'CL011', 'IT021', 'EP007', 'CL019', 'IT020', 'DA002', 'CL014', 'CP005', 'CL003', 'EP006']"
Range Rover Evoque,P300,Dynamic HSE,2022.5,65410,Glacier White,Seoul Pearl Silver,"['IT005', 'WS009', 'CV001', 'RF002', 'IT003', 'IT008', 'DA003', 'WS008', 'SF001', 'WS003', 'CL001', 'IL002']"
Range Rover Sport,P530,Autobiography,2023,176700,Moonbeam,Seoul Pearl Silver,"['WS002', 'EP014', 'RF004', 'LT002', 'EP002', 'AS009', 'IL010', 'CL014', 'LT007', 'SS013', 'DA005', 'SF020']"
Defender,P635 Octa,Octa,2024.5,332456,Cloud,Champagne Gold,"['LT016', 'EP005', 'LT004', 'DA017', 'CL012', 'SS006', 'WS005', 'SF019', 'CP004', 'DA003', 'DA010', 'IT003', 'RF002', 'DA005', 'CS013', 'SS005']"
Range Rover,D300 LWB,HSE,2021,135282,Nimbus,Lantau Bronze,"['WS008', 'CV006', 'RF002', 'IL001', 'CV010', 'CL001', 'SF009', 'DA003', 'IL005', 'WS002']"
F-Pace,D200,R-Dynamic S,2024,73096,Light Oyster,Bright White,"['CP007', 'EP005', 'EP012', 'IT005', 'CP004', 'WS008', 'IT003', 'EP007', 'EP009', 'CP008', 'LT003', 'IL010']"
F-Pace,D200,R-Dynamic S,2023.5,73733,Robusta,Seoul Pearl Silver,"['DA012', 'WS011', 'IT012', 'IL001', 'LT011', 'CL016', 'CL010', 'WS005', 'SS015', 'WS016', 'EP010', 'IT017', 'SS010', 'SF003', 'AS008']"
Range Rover Sport,P510,Dynamic S,2022,113819,Eclipse,Sunset Gold Satin,"['LT004', 'CP008', 'CP003', 'CL009', 'DA018', 'IL005', 'EP007', 'LT016', 'CL016', 'WS017', 'SS008', 'CL017', 'CV007', 'CL014', 'WS018', 'CL006', 'LT019', 'IT016']"
F-Pace,D200,R-Dynamic HSE,2023,77282,Ebony,Rossello Red,"['IT005', 'IT003', 'DA001', 'EP002', 'DA002', 'CV002', 'DA006', 'CV010', 'IT002', 'LT002', 'WS003', 'DA007']"
F-Pace,P575 SVR,R-Dynamic S,2022,138332,Brogue,Causeway Grey,"['CP002', 'WS012', 'LT002', 'DA018', 'IL005', 'RF003', 'CS009', 'CL003', 'DA008', 'AS003', 'CV008', 'IL006', 'SF014']"
Range Rover Sport,P550e PHEV,SVR,2023.5,222845,Vintage Tan,Silicon Silver,"['IL010', 'CL018', 'RF002', 'AS002', 'EP006', 'LT009', 'DA008', 'IT005', 'SF001', 'CS008', 'IT019', 'AS008', 'SS004', 'SF012', 'CP003']"
Range Rover Evoque,D180,Autobiography,2023,80880,Brogue,Balmoral Blue,"['CP005', 'EP010', 'WS018', 'IT018', 'CL018', 'SF001', 'RF002', 'AS003', 'CL012', 'CP008', 'WS003', 'IT013', 'LT010', 'IL002', 'IT020', 'CL006', 'LT004']"
Defender,D300 90,HSE,2021.5,67708,Cloud,Corris Grey,"['CV007', 'SF001', 'WS011', 'DA005', 'LT002', 'SF018', 'CL008', 'CL001', 'RF003', 'WS002']"
Range Rover,P615 SV,Autobiography,2021,266519,Robusta,Byron Blue,"['IL006', 'RF004', 'AS005', 'IT005', 'DA007', 'LT002', 'WS009', 'AS008', 'DA010', 'LT016', 'EP014']"
Discovery Sport,P200,S,2023.5,32902,Caraway,Ostuni Pearl White,"['SF009', 'SF002', 'IT009', 'IT007', 'SF006', 'IT001', 'DA001']"
Discovery,P300,SE,2024.5,67550,Reims Blue,Fuji White,"['CL001', 'EP002', 'CV002', 'SF007', 'SF004', 'SF022', 'SF009', 'LT001', 'SF020']"
Range Rover Velar,D240,S,2022.5,51222,Siena Tan,Eiger Grey,"['IT010', 'CL006', 'SF005', 'SF020', 'EP001', 'SF009', 'SF004']"
F-Pace,P400,R-Dynamic HSE,2024,91728,Brogue,Narvik Black,"['CL008', 'RF003', 'DA003', 'CL011', 'IT004', 'WS003', 'LT003', 'DA002', 'CL009', 'SF002', 'SF004', 'DA006']"
Range Rover Velar,P400,S,2024,63718,Reims Blue,Gondwana Stone,"['LT005', 'SF005', 'SF007', 'SF001', 'SF003', 'IT009', 'CL006', 'SF002']"
Discovery,D300,HSE Luxury,2025,107681,Espresso,Firenze Red,"['DA002', 'CL012', 'DA005', 'WS008', 'CV006', 'RF002', 'CL002', 'SF006', 'IT002', 'SF015', 'SF017', 'IT008', 'IT011', 'IT009']"
Discovery,P300,S,2024.5,59480,Brogue,Kaikoura Stone,"['EP001', 'DA001', 'WS001', 'SF008', 'CL001', 'SF003', 'IT010', 'CV001']"
Range Rover Velar,D240,Autobiography,2023.5,113852,Perlino,Firenze Red,"['CL014', 'AS007', 'RF004', 'WS011', 'EP007', 'CS009', 'IT015', 'DA018', 'IL007', 'SS001', 'CP002', 'IT020', 'DA002']"
Discovery Sport,P200,HSE,2024,61264,Nimbus,Sedona Red,"['IL002', 'IT002', 'CV005', 'RF002', 'DA003', 'CL002', 'LT002', 'SF015', 'CL003', 'IT010']"
Range Rover Velar,D300,Autobiography,2024.5,128132,Nimbus,Eiger Grey,"['IL009', 'IT012', 'CP006', 'WS014', 'SF010', 'LT011', 'CV014', 'CP007', 'WS005', 'CV009', 'CP002', 'DA017']"
Discovery Sport,P250,SE,2022.5,37458,Cirrus,Spectral British Racing Green,"['DA001', 'SF010', 'SF020', 'SF002', 'IT001', 'SF008', 'CV002', 'SF006', 'SF009', 'CV001']"
Discovery,P360,HSE,2022,78810,Vintage Tan,Balmoral Blue,"['CV007', 'IT008', 'IT011', 'WS009', 'CL003', 'WS008', 'RF003', 'SF016', 'SF014', 'DA002']"
Range Rover,D350 LWB,SE,2020,104407,Brogue,Hakuba Silver,"['IT005', 'SF009', 'CL009', 'SF001', 'CL001', 'CV011', 'SF002', 'SF006', 'CV002', 'SF022', 'SF008', 'SF005']"
Discovery,D250,SE,2024.5,65998,Flame Red,Causeway Grey,"['CL001', 'SF010', 'IT001', 'SF005', 'SF006', 'SF022', 'SF014', 'LT006', 'SF018', 'CV010', 'CL008']"
Range Rover,D350 LWB,SE,2024.5,139830,Brogue,Ostuni Pearl White,"['CL010', 'CL001', 'EP002', 'SF002', 'WS001', 'SF008', 'CV010', 'IT009', 'SF004', 'CV001']"
Discovery Sport,P290,S,2021,28063,Vintage Tan,Eiger Grey,"['SF009', 'SF022', 'IT007', 'SF008', 'EP001', 'SF007']"
Discovery Sport,P250,HSE Luxury,2023.5,69724,Nimbus,Aruba,"['WS008', 'CV006', 'IT008', 'IT005', 'WS001', 'IL002', 'RF003', 'LT003', 'CL001', 'SF001']"
F-Pace,P400,R-Dynamic SE,2023,59985,Nimbus,Narvik Black,"['EP001', 'SF010', 'SF018', 'LT006', 'CV001', 'SF005', 'SF020', 'SF009', 'CV002', 'CL001', 'DA005']"
Range Rover Sport,P440,Autobiography,2021,142320,Cloud,Causeway Grey,"['WS005', 'LT019', 'LT004', 'CV009', 'LT009', 'IT022', 'IT004', 'IT016', 'CS013', 'LT001', 'AS006', 'SS004', 'CS004', 'CL014', 'IT020']"
Discovery Sport,D200,HSE Luxury,2025,70904,Cloud,Portofino Blue,"['CV007', 'LT002', 'RF003', 'SF018', 'WS003', 'DA006', 'SF001', 'DA002', 'SF003', 'WS008', 'SF015', 'CV004', 'SF012', 'SF016', 'IT010']"
Range Rover Sport,D300,Dynamic HSE,2021.5,108420,Flame Red,Aruba,"['IT004', 'SF015', 'IT010', 'CL001', 'IT005', 'EP002', 'LT003', 'IT003', 'CL011', 'IT001', 'CL010']"
Range Rover,P460e PHEV LWB,HSE,2020.5,154100,Robusta,Cosmos Black,"['LT003', 'IL005', 'RF003', 'CV007', 'SF017', 'WS003', 'SF011', 'CL011', 'CL009', 'EP003', 'IT002', 'DA003']"
F-Pace,P575 SVR,SVR,2023.5,260296,Titan,Balmoral Blue,"['RF003', 'IL001', 'AS006', 'EP010', 'CS013', 'CP009', 'CL008', 'CP006', 'CL009', 'DA001', 'WS009', 'CS008', 'CL016', 'LT012', 'AS009']"
Discovery,D250,S,2024,56178,Cirrus,Kaikoura Stone,"['SF002', 'CV002', 'SF020', 'CV001', 'DA001', 'SF022', 'IT010', 'LT005']"
Range Rover,P460e PHEV LWB,Autobiography,2020,181724,Dove,Balmoral Blue,"['WS020', 'AS001', 'CL001', 'LT003', 'DA001', 'DA010', 'IT006', 'IT012', 'CV004', 'AS009', 'CL019', 'CP008']"
Discovery Sport,D200,HSE,2024,68643,Vintage Tan,Pangea Green,"['SF009', 'RF003', 'WS008', 'CL003', 'DA003', 'IL002', 'IT004', 'IT002', 'CL012', 'CL010', 'CL009', 'SF017', 'DA002', 'DA006']"
Defender,P635 Octa,S,2023.5,97806,Reims Blue,Fuji White,"['CL006', 'SF006', 'EP007', 'CV002', 'SF020', 'SF003', 'CV001']"
Range Rover,D300 SWB,SV,2021,187048,Eclipse,Sunset Gold Satin,"['CP009', 'CL019', 'IL003', 'LT012', 'WS018', 'CL016', 'EP013', 'RF003', 'CL011', 'EP015', 'LT017', 'IL009']"
Range Rover Sport,P550e PHEV,Autobiography,2021.5,155787,Light Oyster,Narvik Black,"['CL010', 'CP010', 'SS004', 'CS012', 'DA017', 'RF001', 'IT019', 'SS005', 'CS014', 'CV020', 'WS012', 'CP006', 'IT023']"
Range Rover Evoque,D180,S,2023.5,35066,Acorn,Pangea Green,"['SF002', 'CV002', 'DA001', 'SF006', 'SF010', 'SF008', 'SF005', 'CL001']"
Discovery Sport,D200,HSE Luxury,2022,59248,Vintage Tan,Rossello Red,"['IT001', 'IL005', 'CV009', 'RF002', 'IT002', 'DA002', 'LT002', 'SF006', 'LT007', 'CV007', 'EP001', 'CL003', 'SF003', 'SF020']"
Discovery Sport,P250,HSE,2025,62648,Caraway,Silicon Silver,"['IL002', 'SF019', 'CL009', 'IT004', 'WS003', 'IT008', 'CL001', 'CV004', 'EP002', 'DA006']"
Defender,P300 90,SE,2024.5,60505,Perlino,Eiger Grey,"['SF008', 'IT001', 'CV001', 'CV002', 'WS011', 'SF020', 'EP002', 'CL009', 'WS001', 'SF003']"
Range Rover,D300 LWB,Autobiography,2025,220460,Espresso,Lantau Bronze,"['SS007', 'IL009', 'CL019', 'WS005', 'AS003', 'WS006', 'DA018', 'EP014', 'LT004', 'CV018', 'DA010', 'CV003', 'CV012', 'DA013', 'LT009', 'SS010', 'IT014']"
Range Rover,P550e PHEV SWB,SE,2022,118530,Brogue,Kaikoura Stone,"['DA005', 'CV004', 'SF005', 'WS001', 'IT009', 'SF004', 'EP001', 'EP002']"
Discovery,P300,HSE,2025,102710,Reims Blue,Bright White,"['IL002', 'EP003', 'LT003', 'CL009', 'CV006', 'DA001', 'CL012', 'WS003', 'IT003', 'WS008', 'IT011', 'RF002', 'DA006']"
Range Rover Velar,P300,Dynamic SE,2023,65650,Flame Red,Seoul Pearl Silver,"['DA001', 'SF009', 'CV011', 'CV001', 'SF002', 'IT010', 'IT009', 'SF005', 'SF007', 'SF022']"
Defender,P300 130,Octa,2022.5,191930,Cirrus,Seoul Pearl Silver,"['AS007', 'RF002', 'CP001', 'SS001', 'EP005', 'CL007', 'CL013', 'CV014', 'DA013', 'EP015', 'EP003', 'IT012', 'WS008', 'LT010', 'IT005', 'SS003', 'IT020']"
Range Rover Velar,D240,S,2020.5,44328,Cirrus,Rossello Red,"['SF022', 'IT001', 'SF007', 'CL008', 'CV001', 'DA001']"
Range Rover Sport,P635 SVR,SVR,2020.5,351028,Cloud,Carpathian Grey,"['CP005', 'IT020', 'CL011', 'IL005', 'SS014', 'LT017', 'LT018', 'CP001', 'CL010', 'DA013', 'CL018', 'CL002', 'WS009', 'EP013']"
